417429,2920,shanghai,zhongshan,1583513608
454199,8089,tianjin,guangzhou,1583512622
759114,1755,guangdong,beijing,1583516723
502198,6430,beijing,shenzhen,1583512848
670697,5260,shanxi,guangzhou,1583508329
102565,2989,tianjin,guangzhou,1583511574
497806,2494,tianjin,tianjin,1583512556
282809,1236,tianjin,zhongshan,1583516707
500004,1416,beijing,xian,1583512355
369893,6252,tianjin,shenzhen,1583511929
858095,7119,guangdong,zhongshan,1583512226
317668,4045,shanxi,guangzhou,1583512984
740429,5174,tianjin,beijing,1583514941
172172,3379,guangdong,xian,1583509875
839996,2746,shanxi,guangzhou,1583511686
427886,7343,beijing,shenzhen,1583516168
474311,4831,guangdong,tianjin,1583507058
865990,3307,shanxi,shenzhen,1583508936
460854,9299,guangdong,zhongshan,1583508539
694287,1408,shanghai,xian,1583516722
942295,8437,shanghai,shenzhen,1583514481
527710,2446,guangdong,zhongshan,1583513903
137740,9317,tianjin,guangzhou,1583510692
558178,3921,shanghai,tianjin,1583509947
738968,5653,tianjin,shenzhen,1583513483
763050,1925,tianjin,tianjin,1583514933
953856,9750,beijing,zhongshan,1583508654
392569,1822,guangdong,xian,1583507456
423188,9792,shanxi,guangzhou,1583513146
358385,5932,tianjin,guangzhou,1583513036
201541,8968,shanghai,beijing,1583509661
217649,8926,shanxi,guangzhou,1583512555
698151,3903,shanxi,tianjin,1583516620
710117,3302,shanghai,shenzhen,1583512602
219439,4422,tianjin,tianjin,1583506973
359370,4068,shanxi,shenzhen,1583510127
141314,3943,beijing,tianjin,1583511100
493425,8734,guangdong,zhongshan,1583512438
166428,7679,shanghai,guangzhou,1583513045
974951,2814,tianjin,xian,1583511690
489215,4410,shanghai,beijing,1583510903
456727,8296,shanxi,guangzhou,1583516770
899865,8781,beijing,beijing,1583510793
294136,4976,tianjin,shenzhen,1583507454
707295,5979,shanghai,xian,1583514141
753195,7096,tianjin,shenzhen,1583511726
250743,5133,beijing,tianjin,1583513186
650031,3486,shanxi,zhongshan,1583508072
899781,3010,tianjin,zhongshan,1583515456
445626,1287,shanxi,zhongshan,1583511124
313330,5384,shanghai,zhongshan,1583509858
998357,8370,shanxi,guangzhou,1583515516
439725,8977,guangdong,shenzhen,1583507233
946020,4775,tianjin,tianjin,1583515564
891869,2001,guangdong,beijing,1583513274
748932,5853,shanghai,tianjin,1583512574
124263,2174,beijing,zhongshan,1583512708
976186,2289,guangdong,beijing,1583510882
271921,7499,guangdong,guangzhou,1583507942
358227,8873,tianjin,zhongshan,1583509819
385182,9273,beijing,zhongshan,1583515766
560696,8708,guangdong,tianjin,1583507897
408919,8528,beijing,shenzhen,1583512544
556806,6505,guangdong,zhongshan,1583506952
409863,6557,shanghai,xian,1583511011
288530,2785,guangdong,guangzhou,1583516021
351529,9280,shanghai,tianjin,1583512745
510499,9077,shanghai,zhongshan,1583509217
552692,4923,guangdong,guangzhou,1583507117
304722,9660,guangdong,guangzhou,1583511362
642373,4920,beijing,zhongshan,1583513287
839119,1001,tianjin,zhongshan,1583512156
742004,2979,tianjin,zhongshan,1583514846
118355,5816,tianjin,guangzhou,1583510943
263715,6993,guangdong,xian,1583515048
541553,2573,shanghai,guangzhou,1583509283
412644,7822,beijing,beijing,1583512894
538219,6363,beijing,beijing,1583515794
320672,2031,beijing,tianjin,1583506986
501072,3274,guangdong,zhongshan,1583507209
319226,1325,shanghai,xian,1583508906
272461,3799,tianjin,zhongshan,1583515193
979531,5790,beijing,beijing,1583513672
369659,8346,guangdong,beijing,1583512577
510160,2015,tianjin,beijing,1583506980
653566,5642,shanxi,beijing,1583506977
903763,8854,shanghai,tianjin,1583507105
155216,1640,shanxi,shenzhen,1583515342
667534,5879,guangdong,shenzhen,1583507142
674980,6582,guangdong,zhongshan,1583515588
555288,7537,tianjin,beijing,1583513213
960447,8035,beijing,xian,1583516207
242920,5672,beijing,guangzhou,1583512427
750726,3031,shanghai,xian,1583513652
153597,1308,guangdong,guangzhou,1583515131
447273,8926,beijing,xian,1583508903
544194,2572,tianjin,beijing,1583516313
534313,7245,beijing,guangzhou,1583516277
410284,2188,tianjin,xian,1583508529
425580,6555,guangdong,tianjin,1583507853
353434,7245,tianjin,guangzhou,1583513163
658290,2375,shanghai,zhongshan,1583510739
881584,4827,beijing,zhongshan,1583511985
990159,4215,shanghai,shenzhen,1583514454
280988,2671,guangdong,beijing,1583511850
480764,7132,shanghai,zhongshan,1583511555
906484,3217,shanghai,guangzhou,1583512394
854630,4580,shanxi,shenzhen,1583506963
685776,5300,shanghai,beijing,1583510310
350207,6921,beijing,tianjin,1583509146
222993,7253,guangdong,shenzhen,1583515031
356215,4696,shanghai,zhongshan,1583514082
716919,3380,beijing,zhongshan,1583510103
924884,5625,beijing,shenzhen,1583513580
180145,5594,guangdong,zhongshan,1583510091
230156,4391,tianjin,shenzhen,1583513326
856762,3524,guangdong,beijing,1583509262
408231,4401,tianjin,beijing,1583516126
388313,3528,beijing,beijing,1583508060
277633,2133,guangdong,xian,1583515701
770370,4873,guangdong,beijing,1583515995
686511,4157,shanghai,xian,1583508694
275410,5813,shanxi,xian,1583515407
475986,8592,shanxi,beijing,1583509156
691587,1405,tianjin,shenzhen,1583513152
280068,4595,beijing,tianjin,1583508333
841564,5682,shanxi,shenzhen,1583515127
105091,2447,beijing,beijing,1583510336
400715,7254,tianjin,tianjin,1583511569
844522,1958,shanxi,guangzhou,1583511195
329836,7478,beijing,beijing,1583511000
588701,7180,shanxi,xian,1583510589
873915,3094,shanghai,zhongshan,1583514543
183220,7891,guangdong,xian,1583507388
255561,4632,shanghai,shenzhen,1583516101
874590,1907,guangdong,xian,1583515878
409385,9941,shanghai,beijing,1583508130
757276,6045,beijing,tianjin,1583512091
661893,7927,tianjin,xian,1583512980
502325,2484,guangdong,shenzhen,1583515980
660417,3938,shanxi,xian,1583508378
804535,8329,guangdong,shenzhen,1583509465
594131,5272,guangdong,tianjin,1583512089
532494,3439,beijing,beijing,1583507475
430386,8973,shanghai,beijing,1583511109
203772,5950,beijing,shenzhen,1583510111
210402,6420,tianjin,shenzhen,1583510959
836216,4470,beijing,beijing,1583515584
309771,4190,tianjin,tianjin,1583511896
345471,8634,tianjin,zhongshan,1583510483
271284,4368,beijing,guangzhou,1583508370
568771,5549,shanghai,zhongshan,1583511383
960271,5749,guangdong,zhongshan,1583515689
895504,7681,guangdong,zhongshan,1583507307
375937,2365,shanxi,zhongshan,1583511861
776160,9900,beijing,beijing,1583509853
576105,9394,shanxi,shenzhen,1583511415
163041,6735,guangdong,beijing,1583507063
237336,5756,beijing,shenzhen,1583508397
208441,4352,shanxi,zhongshan,1583510893
877563,4685,shanxi,xian,1583514812
609017,5427,shanghai,shenzhen,1583515958
414169,6109,guangdong,beijing,1583511448
838665,5865,beijing,xian,1583510708
616899,3949,guangdong,guangzhou,1583514731
556483,3276,shanghai,xian,1583509278
941987,5336,guangdong,zhongshan,1583514724
211225,4221,shanxi,zhongshan,1583509075
801632,4307,beijing,zhongshan,1583508202
189175,3499,guangdong,guangzhou,1583507576
131178,3765,guangdong,zhongshan,1583510006
168469,2173,shanghai,zhongshan,1583507391
165342,1344,shanxi,tianjin,1583513360
649621,7616,shanxi,guangzhou,1583512451
524350,4368,beijing,tianjin,1583509799
529394,5551,shanxi,beijing,1583507376
141030,4259,guangdong,xian,1583507082
473123,3008,tianjin,shenzhen,1583515171
430700,6602,tianjin,beijing,1583515825
519238,7107,shanxi,beijing,1583510714
117136,4574,guangdong,beijing,1583514922
118932,1809,tianjin,tianjin,1583516513
979934,1573,tianjin,xian,1583508035
373827,1125,guangdong,zhongshan,1583515985
881269,5741,tianjin,shenzhen,1583507639
384954,2785,shanghai,zhongshan,1583515566
363343,9478,shanghai,tianjin,1583511804
267473,5039,beijing,zhongshan,1583515063
181757,7224,beijing,shenzhen,1583509304
517313,2087,tianjin,xian,1583507034
254581,4530,tianjin,beijing,1583511020
238271,3611,tianjin,beijing,1583515483
562063,9880,guangdong,beijing,1583510763
251086,1034,guangdong,shenzhen,1583514996
127749,6827,shanghai,tianjin,1583511668
509623,3413,beijing,xian,1583512197
348172,3740,guangdong,beijing,1583514290
343561,6312,guangdong,beijing,1583507041
415353,1873,tianjin,zhongshan,1583513814
931800,9652,shanxi,tianjin,1583512643
994014,9511,shanxi,tianjin,1583513552
886329,2229,shanxi,xian,1583515687
573708,7697,beijing,zhongshan,1583510180
292396,9588,shanxi,zhongshan,1583511712
315000,4367,shanghai,shenzhen,1583508552
507544,2937,guangdong,tianjin,1583516505
848378,8795,shanghai,beijing,1583513843
969478,4086,beijing,zhongshan,1583516631
764757,5900,tianjin,shenzhen,1583509359
700673,6745,beijing,beijing,1583513532
557226,9337,shanxi,guangzhou,1583513528
326275,5050,shanxi,shenzhen,1583507232
935134,5264,shanxi,zhongshan,1583509329
841081,9937,tianjin,xian,1583515990
333643,1349,shanghai,zhongshan,1583513330
871231,8774,tianjin,shenzhen,1583511232
784558,9885,shanghai,zhongshan,1583507381
276759,5726,tianjin,shenzhen,1583508559
697551,5837,beijing,tianjin,1583511985
332241,2477,tianjin,tianjin,1583511636
924818,8296,tianjin,shenzhen,1583516642
704530,4243,shanghai,shenzhen,1583516461
346743,5046,shanxi,shenzhen,1583507137
418916,9533,shanxi,xian,1583508027
821360,4938,guangdong,zhongshan,1583511571
468070,3702,shanxi,shenzhen,1583509269
486146,9318,beijing,shenzhen,1583512745
371689,1176,shanghai,beijing,1583513414
987164,5005,guangdong,xian,1583510617
539064,7151,tianjin,tianjin,1583510110
137583,9259,guangdong,beijing,1583509490
121595,8695,beijing,xian,1583506921
975287,2667,shanxi,beijing,1583513627
767817,1427,shanghai,xian,1583508203
897615,7168,beijing,shenzhen,1583515357
309560,7383,guangdong,guangzhou,1583515801
500142,1252,tianjin,tianjin,1583511301
314669,6234,shanxi,guangzhou,1583515500
236033,8929,tianjin,xian,1583514831
139012,9774,tianjin,xian,1583516655
442603,6226,shanxi,tianjin,1583515882
198525,6471,shanghai,guangzhou,1583516561
352589,3840,shanxi,beijing,1583513073
560664,6919,beijing,beijing,1583510844
719003,6035,shanxi,zhongshan,1583513535
723832,6225,shanxi,shenzhen,1583510748
434536,7065,beijing,beijing,1583509409
713272,1742,tianjin,xian,1583510521
319114,3167,tianjin,xian,1583507156
272335,4042,shanghai,xian,1583514639
682558,7688,tianjin,shenzhen,1583511565
969217,2718,tianjin,shenzhen,1583508729
543170,6987,tianjin,guangzhou,1583507478
370937,6406,shanxi,xian,1583511235
797669,9552,beijing,beijing,1583508444
958728,1425,tianjin,guangzhou,1583516310
993035,1207,guangdong,beijing,1583513787
571992,9546,tianjin,guangzhou,1583516882
146658,3365,shanxi,beijing,1583510445
971574,4711,beijing,tianjin,1583514780
597573,9045,beijing,xian,1583514104
207361,7971,beijing,beijing,1583512561
748658,7756,shanxi,xian,1583507153
960065,5510,shanxi,tianjin,1583513508
877306,3426,guangdong,beijing,1583515027
902551,9390,beijing,zhongshan,1583512144
950415,4261,tianjin,shenzhen,1583515226
592167,3580,beijing,zhongshan,1583516029
778444,5796,guangdong,guangzhou,1583516044
362279,1887,beijing,xian,1583509235
282844,7427,shanxi,shenzhen,1583515231
428589,9663,shanxi,guangzhou,1583508188
531355,8387,shanghai,tianjin,1583510448
563776,1522,shanghai,guangzhou,1583516221
216436,9501,tianjin,zhongshan,1583508591
922643,4869,tianjin,guangzhou,1583516230
713559,5005,tianjin,zhongshan,1583509794
619166,4735,guangdong,zhongshan,1583507518
158106,9411,guangdong,beijing,1583514282
666722,9263,tianjin,tianjin,1583509643
922323,3688,shanghai,xian,1583510798
593249,5204,shanghai,beijing,1583509112
857056,4990,beijing,tianjin,1583516201
934215,1964,shanxi,shenzhen,1583507799
886937,4805,shanghai,zhongshan,1583512425
488007,3049,guangdong,guangzhou,1583513171
612231,9656,shanghai,beijing,1583510689
390697,4248,guangdong,zhongshan,1583514611
775739,2431,tianjin,shenzhen,1583513100
430177,8531,guangdong,tianjin,1583511394
498941,4006,guangdong,zhongshan,1583515559
973206,9432,shanghai,guangzhou,1583512000
377990,6079,tianjin,guangzhou,1583510844
223203,8633,shanxi,guangzhou,1583513010
857243,5021,shanghai,shenzhen,1583510526
261456,3573,tianjin,zhongshan,1583512414
665646,1126,tianjin,zhongshan,1583516829
249906,2180,shanxi,beijing,1583513904
309638,5851,tianjin,beijing,1583510333
789796,8223,beijing,beijing,1583512853
665131,2506,shanghai,guangzhou,1583516306
537192,4374,tianjin,xian,1583507943
700684,9383,tianjin,xian,1583507548
373754,6788,shanxi,guangzhou,1583513213
794180,7513,shanghai,xian,1583510713
419136,4909,beijing,guangzhou,1583508895
876084,3044,beijing,xian,1583516307
649984,5241,shanghai,tianjin,1583513449
643824,6786,tianjin,shenzhen,1583513479
559759,1041,guangdong,tianjin,1583510791
243845,3553,guangdong,zhongshan,1583515966
153462,3219,guangdong,xian,1583511310
110607,7814,beijing,beijing,1583516891
321838,4279,tianjin,shenzhen,1583516622
885065,5573,tianjin,xian,1583513181
580737,4771,tianjin,tianjin,1583515000
409102,9544,tianjin,beijing,1583515379
793061,2569,beijing,beijing,1583507247
806953,3479,shanghai,xian,1583511238
213079,2270,shanxi,shenzhen,1583513445
819811,3912,guangdong,xian,1583507174
605878,6130,shanghai,tianjin,1583510321
855628,5689,shanghai,tianjin,1583509032
898353,4273,shanghai,shenzhen,1583513885
752526,1406,shanxi,zhongshan,1583515872
712348,1336,shanghai,tianjin,1583514085
331310,8267,guangdong,beijing,1583516887
315439,9333,shanghai,shenzhen,1583509590
730228,7952,beijing,xian,1583511316
300341,8280,guangdong,tianjin,1583513219
673447,4763,shanxi,beijing,1583509999
870028,1041,shanghai,tianjin,1583512314
623602,8752,shanghai,guangzhou,1583511990
462390,7926,shanxi,beijing,1583515180
808385,3487,guangdong,guangzhou,1583509073
195629,5819,guangdong,tianjin,1583509733
891246,7867,shanxi,shenzhen,1583513913
953558,1978,tianjin,zhongshan,1583510602
377142,7680,shanghai,tianjin,1583513236
458613,5222,beijing,beijing,1583508286
205653,3646,beijing,guangzhou,1583514882
799607,2882,guangdong,xian,1583515086
285863,6289,beijing,xian,1583514222
991107,9792,guangdong,beijing,1583512803
170046,7337,shanxi,guangzhou,1583515728
241838,5581,guangdong,beijing,1583513303
146552,7294,guangdong,guangzhou,1583510058
200594,9699,beijing,zhongshan,1583512218
156139,7440,shanghai,tianjin,1583514720
829899,3943,tianjin,xian,1583508019
500636,3815,shanghai,tianjin,1583512169
530020,5726,shanxi,guangzhou,1583509890
617906,9666,tianjin,beijing,1583513755
698904,8978,beijing,xian,1583507314
842959,8427,guangdong,zhongshan,1583512550
567256,2337,shanghai,guangzhou,1583515235
161435,5552,shanxi,zhongshan,1583512339
292187,1273,beijing,shenzhen,1583509264
888764,5419,shanxi,beijing,1583514525
927730,8868,guangdong,shenzhen,1583507978
675949,4089,shanghai,shenzhen,1583515843
716025,4251,guangdong,xian,1583509392
151267,5927,guangdong,shenzhen,1583507153
359063,7096,guangdong,shenzhen,1583509669
856060,1928,shanxi,xian,1583508214
537645,8181,tianjin,shenzhen,1583509831
122373,6177,guangdong,guangzhou,1583509847
141541,7718,guangdong,xian,1583515190
970352,4004,tianjin,beijing,1583507705
662862,8069,beijing,xian,1583511347
974134,2265,shanxi,tianjin,1583510001
883237,5500,shanghai,shenzhen,1583516235
556357,1666,tianjin,guangzhou,1583515925
154650,6820,tianjin,zhongshan,1583508554
223516,1207,tianjin,guangzhou,1583509648
333631,5121,guangdong,xian,1583514017
647005,6626,tianjin,xian,1583509531
279009,8330,shanghai,tianjin,1583509248
128055,6195,beijing,beijing,1583515123
164537,3978,tianjin,zhongshan,1583512473
758633,7332,shanxi,tianjin,1583516100
989420,9385,shanghai,beijing,1583510040
204983,1285,beijing,shenzhen,1583513454
192181,9474,shanxi,beijing,1583508039
895620,4575,beijing,xian,1583515832
386241,1531,guangdong,xian,1583510366
991401,7957,tianjin,tianjin,1583506938
139245,8560,beijing,shenzhen,1583511613
151741,6437,shanghai,shenzhen,1583514390
712365,5291,tianjin,shenzhen,1583515883
388069,9265,beijing,beijing,1583511778
460715,7544,tianjin,xian,1583514265
813299,8883,guangdong,zhongshan,1583511912
371462,8385,beijing,shenzhen,1583512323
154409,7533,guangdong,beijing,1583513925
282356,1444,shanghai,tianjin,1583511721
994129,8603,shanxi,beijing,1583514815
280141,5844,shanghai,shenzhen,1583511901
747284,6796,shanghai,xian,1583511487
625641,4400,shanghai,zhongshan,1583514430
457549,6926,guangdong,guangzhou,1583512580
890358,9166,shanghai,tianjin,1583509923
721128,1454,beijing,shenzhen,1583514297
617969,4919,tianjin,zhongshan,1583516546
405328,1889,tianjin,tianjin,1583513812
643399,1899,tianjin,beijing,1583516797
932030,9839,shanghai,zhongshan,1583516194
711989,8960,beijing,guangzhou,1583512679
738758,3789,tianjin,beijing,1583515970
541757,1306,shanghai,shenzhen,1583507887
513314,4656,beijing,xian,1583513165
162877,3155,tianjin,xian,1583516190
321905,3811,tianjin,xian,1583508095
850248,1005,tianjin,tianjin,1583515286
615224,8496,shanxi,beijing,1583507477
537362,5648,shanghai,xian,1583510766
602115,7549,tianjin,tianjin,1583515769
462681,3719,guangdong,shenzhen,1583508289
626278,3893,shanghai,beijing,1583507929
253370,5360,shanxi,guangzhou,1583510515
567860,4522,shanxi,beijing,1583512340
695413,4542,shanxi,beijing,1583513717
618870,2621,shanghai,beijing,1583509625
474079,6668,beijing,xian,1583512907
948990,7990,shanxi,zhongshan,1583506913
194117,3365,tianjin,zhongshan,1583507605
586696,9191,shanxi,shenzhen,1583507442
605233,2790,beijing,zhongshan,1583507290
689484,4681,beijing,tianjin,1583515615
265099,1341,tianjin,guangzhou,1583508346
766595,2751,tianjin,guangzhou,1583509680
569535,9386,shanxi,xian,1583513754
447765,7238,shanghai,xian,1583507713
567475,1558,tianjin,xian,1583514119
362360,9859,shanghai,beijing,1583515868
256950,4135,guangdong,beijing,1583509067
204663,8483,beijing,guangzhou,1583512911
427558,9294,guangdong,beijing,1583508897
313128,9821,shanxi,beijing,1583515966
274749,7334,tianjin,tianjin,1583510996
784113,7824,shanxi,tianjin,1583511248
561760,2509,shanxi,guangzhou,1583514947
673890,1554,beijing,xian,1583511402
246112,9757,beijing,guangzhou,1583510082
416640,3381,beijing,tianjin,1583508163
219360,7460,guangdong,tianjin,1583514981
500737,5193,shanghai,xian,1583508374
131128,5318,tianjin,beijing,1583509832
200743,7679,guangdong,xian,1583507986
281444,2602,shanxi,xian,1583510469
258393,7885,shanxi,xian,1583511139
369023,1297,guangdong,tianjin,1583513136
142228,2971,shanxi,guangzhou,1583513970
577366,6143,beijing,guangzhou,1583513372
692621,9480,beijing,zhongshan,1583516777
465425,7144,shanghai,xian,1583514943
976585,6541,tianjin,xian,1583512310
605040,2919,shanxi,shenzhen,1583516252
435086,2083,tianjin,beijing,1583509064
373519,5146,beijing,zhongshan,1583513610
204477,4557,shanghai,beijing,1583516571
466405,7475,guangdong,zhongshan,1583516707
233247,7667,shanxi,zhongshan,1583509491
242904,7457,beijing,zhongshan,1583513008
695431,1304,tianjin,xian,1583514556
854380,4494,beijing,xian,1583508950
322857,3208,shanxi,guangzhou,1583509910
634980,9278,beijing,shenzhen,1583508791
939793,9897,beijing,guangzhou,1583513108
252651,4977,shanghai,guangzhou,1583508990
185651,6043,shanxi,guangzhou,1583515802
128709,1193,tianjin,tianjin,1583515484
154039,1780,shanghai,tianjin,1583514489
334596,8809,tianjin,beijing,1583509541
259794,9417,shanxi,beijing,1583508696
965552,7943,shanghai,beijing,1583515814
369512,5617,shanxi,xian,1583507758
172707,8613,shanghai,tianjin,1583516768
895682,9420,beijing,beijing,1583509741
307436,6144,guangdong,tianjin,1583514230
459673,8391,shanxi,beijing,1583514067
594804,1030,beijing,shenzhen,1583510053
374654,6774,shanghai,tianjin,1583514730
706565,7729,beijing,xian,1583510166
685925,6802,guangdong,zhongshan,1583507261
648394,9829,shanghai,tianjin,1583515006
333209,4170,beijing,zhongshan,1583516011
710903,4134,shanxi,shenzhen,1583508281
567114,1291,tianjin,zhongshan,1583514014
759492,1478,beijing,shenzhen,1583508587
160297,4123,shanghai,tianjin,1583513761
554165,8484,shanxi,guangzhou,1583514577
102758,6270,beijing,shenzhen,1583512392
397234,8084,tianjin,xian,1583508387
860270,5545,guangdong,beijing,1583512717
504133,3316,shanxi,zhongshan,1583513910
205110,8406,beijing,zhongshan,1583507654
780610,9838,shanxi,guangzhou,1583516711
399063,8495,shanghai,guangzhou,1583507869
268138,8600,beijing,zhongshan,1583507797
220103,5012,beijing,tianjin,1583514903
888646,4363,shanxi,zhongshan,1583510757
576186,2810,tianjin,xian,1583510654
879527,1072,shanghai,tianjin,1583509743
542287,4908,tianjin,tianjin,1583507097
460364,8610,tianjin,shenzhen,1583507647
690110,8581,tianjin,tianjin,1583512258
813944,3164,tianjin,zhongshan,1583510398
553805,2314,shanghai,tianjin,1583513353
495842,2190,shanxi,zhongshan,1583511646
289617,4673,guangdong,xian,1583512089
809255,5032,tianjin,xian,1583514769
342512,8608,tianjin,zhongshan,1583514874
994713,3298,shanxi,tianjin,1583510734
228698,6749,beijing,guangzhou,1583509708
587950,6470,tianjin,tianjin,1583513022
479299,4051,guangdong,tianjin,1583514518
393420,2614,beijing,shenzhen,1583507845
467578,9513,tianjin,beijing,1583512780
605837,8709,shanxi,tianjin,1583511210
659706,6777,beijing,shenzhen,1583512467
487566,4830,shanghai,beijing,1583512924
487435,5111,shanghai,beijing,1583508999
575870,4394,beijing,guangzhou,1583512960
939903,8664,shanghai,tianjin,1583509907
150672,6696,guangdong,xian,1583512868
311409,3915,beijing,beijing,1583510186
240934,7239,tianjin,xian,1583516591
522113,6895,tianjin,guangzhou,1583507157
985690,3727,shanxi,xian,1583514432
349465,4141,shanxi,beijing,1583509139
894408,3135,beijing,shenzhen,1583516405
969561,2303,beijing,xian,1583511411
570584,2976,shanxi,xian,1583514439
309692,3000,shanxi,beijing,1583510646
972345,3742,guangdong,beijing,1583514564
256021,8824,tianjin,xian,1583509638
484312,3501,shanxi,zhongshan,1583512658
343620,9350,shanxi,tianjin,1583513995
866096,7813,shanghai,beijing,1583512172
280042,3650,guangdong,guangzhou,1583512304
724543,7436,guangdong,xian,1583507292
618127,2056,tianjin,xian,1583512372
829195,1793,guangdong,beijing,1583511629
298936,1903,shanxi,guangzhou,1583508809
953428,9799,beijing,tianjin,1583508913
231518,5503,shanxi,xian,1583508482
377348,7440,guangdong,tianjin,1583510234
262593,9921,shanxi,zhongshan,1583507690
432754,7443,tianjin,tianjin,1583513627
216356,5978,beijing,beijing,1583511367
605342,6506,shanxi,tianjin,1583513590
452214,9479,beijing,shenzhen,1583509227
434820,6779,beijing,shenzhen,1583507313
296615,1889,guangdong,tianjin,1583514419
269709,6742,shanghai,tianjin,1583510227
254037,1541,tianjin,tianjin,1583507579
540346,3185,shanxi,tianjin,1583516391
891746,5996,beijing,beijing,1583509277
110973,2733,tianjin,xian,1583515671
923133,5353,shanghai,zhongshan,1583509087
259765,6227,guangdong,shenzhen,1583512958
485217,9149,guangdong,xian,1583514291
414304,1358,shanghai,xian,1583509229
317339,9991,shanghai,shenzhen,1583512386
539195,7097,shanghai,shenzhen,1583510603
300122,7213,guangdong,shenzhen,1583508551
432413,4872,shanxi,beijing,1583516589
206435,3657,shanghai,guangzhou,1583513757
837459,2913,shanxi,xian,1583512231
549430,6146,shanxi,beijing,1583507494
419504,8891,beijing,tianjin,1583516424
186608,1340,shanghai,beijing,1583514394
285440,5769,beijing,shenzhen,1583515282
653449,3441,shanghai,zhongshan,1583514023
950132,2796,beijing,tianjin,1583508267
155310,2654,guangdong,beijing,1583508301
